PAW protein_summary_9 results file
written: Wed Jul 17 11:40:29 2019

 	=subtotal(109,B6:B4149)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	x
2030.01	1	XP_027473794.1	redundant	28.7	202	22541	apoptosis regulator BAX isoform X2 [Zalophus californianus]	11	11	1.000	2	0	0	0	2	0	0	0	0	4	2	0	0	0	0	0	0	1	0	2	0	0	0	2	0	0	0	0	4	2	0	0	0	0	0	0	1	0	2.000	0.000	0.000	0.000	2.000	0.000	0.000	0.000	0.000	4.000	2.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	 
2030.02	1	XP_027473795.1	redundant	30.2	192	21259	apoptosis regulator BAX isoform X3 [Zalophus californianus]	11	11	1.000	2	0	0	0	2	0	0	0	0	4	2	0	0	0	0	0	0	1	0	2	0	0	0	2	0	0	0	0	4	2	0	0	0	0	0	0	1	0	2.000	0.000	0.000	0.000	2.000	0.000	0.000	0.000	0.000	4.000	2.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	 
2031.0	1	XP_027473797.1	 	41.7	175	20002	ferritin light chain [Zalophus californianus]	22	22	1.000	6	3	0	0	0	0	0	3	1	0	6	0	0	0	0	2	1	0	0	6	3	0	0	0	0	0	3	1	0	6	0	0	0	0	2	1	0	0	6.000	3.000	0.000	0.000	0.000	0.000	0.000	3.000	1.000	0.000	6.000	0.000	0.000	0.000	0.000	2.000	1.000	0.000	0.000	 
2032.0	1	XP_027473858.1	 	44.8	96	10832	elongin-C isoform X2 [Zalophus californianus]	13	13	1.000	2	2	0	0	0	0	0	1	1	0	2	0	4	0	0	0	0	1	0	2	2	0	0	0	0	0	1	1	0	2	0	4	0	0	0	0	1	0	2.000	2.000	0.000	0.000	0.000	0.000	0.000	1.000	1.000	0.000	2.000	0.000	4.000	0.000	0.000	0.000	0.000	1.000	0.000	 
2032.01	1	XP_027477434.1	redundant	38.4	112	12473	elongin-C [Zalophus californianus]XP_027473851.1 elongin-C isoform X1 [Zalophus californianus]	13	13	1.000	2	2	0	0	0	0	0	1	1	0	2	0	4	0	0	0	0	1	0	2	2	0	0	0	0	0	1	1	0	2	0	4	0	0	0	0	1	0	2.000	2.000	0.000	0.000	0.000	0.000	0.000	1.000	1.000	0.000	2.000	0.000	4.000	0.000	0.000	0.000	0.000	1.000	0.000	 
2033.0	1	XP_027473861.1	 	31.1	180	19577	adenine phosphoribosyltransferase [Zalophus californianus]	9	9	1.000	3	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	4	0	0	3	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	4	0	0	3.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	4.000	0.000	0.000	 
2034.0	1	XP_027473873.1	 	15.8	448	50467	2-oxoisovalerate dehydrogenase subunit alpha, mitochondrial isoform X1 [Zalophus californianus]	5	5	1.000	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	4.000	0.000	0.000	0.000	0.000	0.000	0.000	 
2034.01	1	XP_027473874.1	redundant	16.4	432	49219	2-oxoisovalerate dehydrogenase subunit alpha, mitochondrial isoform X2 [Zalophus californianus]	5	5	1.000	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	4.000	0.000	0.000	0.000	0.000	0.000	0.000	 
2034.02	1	XP_027473875.1	redundant	18.0	394	44366	2-oxoisovalerate dehydrogenase subunit alpha, mitochondrial isoform X3 [Zalophus californianus]	5	5	1.000	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	4.000	0.000	0.000	0.000	0.000	0.000	0.000	 
2035.0	1	XP_027473912.1	 	11.2	543	61203	EH domain-containing protein 2 [Zalophus californianus]	20	20	1.000	8	2	0	0	4	0	1	0	0	0	3	0	1	0	0	0	0	1	0	8	2	0	0	4	0	1	0	0	0	3	0	1	0	0	0	0	1	0	8.000	2.000	0.000	0.000	4.000	0.000	1.000	0.000	0.000	0.000	3.000	0.000	1.000	0.000	0.000	0.000	0.000	1.000	0.000	 
2036.0	1	XP_027473916.1	 	42.3	558	62791	glucose-6-phosphate isomerase [Zalophus californianus]	150	150	1.000	14	12	2	8	7	19	0	17	11	11	18	2	10	3	2	0	10	3	1	14	12	2	8	7	19	0	17	11	11	18	2	10	3	2	0	10	3	1	14.000	12.000	2.000	8.000	7.000	19.000	0.000	17.000	11.000	11.000	18.000	2.000	10.000	3.000	2.000	0.000	10.000	3.000	1.000	 
2037.0	1	XP_027473938.1	 	74.8	127	14478	nuclear transport factor 2 [Zalophus californianus]XP_027473937.1 nuclear transport factor 2 [Zalophus californianus]XP_027473936.1 nuclear transport factor 2 [Zalophus californianus]XP_027463033.1 nuclear transport factor 2 [Zalophus californianus]	136	136	1.000	6	6	0	5	8	3	2	21	11	22	1	0	6	8	3	6	18	7	3	6	6	0	5	8	3	2	21	11	22	1	0	6	8	3	6	18	7	3	6.000	6.000	0.000	5.000	8.000	3.000	2.000	21.000	11.000	22.000	1.000	0.000	6.000	8.000	3.000	6.000	18.000	7.000	3.000	 
2038.0	1	XP_027473968.1	 	31.6	212	22368	phospholipase A2 inhibitor and Ly6/PLAUR domain-containing protein [Zalophus californianus]XP_027473967.1 phospholipase A2 inhibitor and Ly6/PLAUR domain-containing protein [Zalophus californianus]	21	21	1.000	4	1	0	0	4	0	4	0	0	0	1	0	3	0	0	0	0	4	0	4	1	0	0	4	0	4	0	0	0	1	0	3	0	0	0	0	4	0	4.000	1.000	0.000	0.000	4.000	0.000	4.000	0.000	0.000	0.000	1.000	0.000	3.000	0.000	0.000	0.000	0.000	4.000	0.000	 
2039.0	1	XP_027473987.1	 	22.3	783	87763	cadherin-5 isoform X1 [Zalophus californianus]	48	48	1.000	5	2	2	1	4	0	0	0	0	15	2	0	8	2	1	1	2	2	1	5	2	2	1	4	0	0	0	0	15	2	0	8	2	1	1	2	2	1	5.000	2.000	2.000	1.000	4.000	0.000	0.000	0.000	0.000	15.000	2.000	0.000	8.000	2.000	1.000	1.000	2.000	2.000	1.000	 
2039.01	1	XP_027473988.1	redundant	26.8	654	73561	cadherin-5 isoform X2 [Zalophus californianus]	48	48	1.000	5	2	2	1	4	0	0	0	0	15	2	0	8	2	1	1	2	2	1	5	2	2	1	4	0	0	0	0	15	2	0	8	2	1	1	2	2	1	5.000	2.000	2.000	1.000	4.000	0.000	0.000	0.000	0.000	15.000	2.000	0.000	8.000	2.000	1.000	1.000	2.000	2.000	1.000	 
2040.0	1	XP_027474058.1	 	9.1	1527	160402	soluble scavenger receptor cysteine-rich domain-containing protein SSC5D isoform X1 [Zalophus californianus]	15	15	1.000	0	0	0	0	1	1	3	0	1	0	1	0	2	0	2	0	4	0	0	0	0	0	0	1	1	3	0	1	0	1	0	2	0	2	0	4	0	0	0.000	0.000	0.000	0.000	1.000	1.000	3.000	0.000	1.000	0.000	1.000	0.000	2.000	0.000	2.000	0.000	4.000	0.000	0.000	 
2040.01	1	XP_027474059.1	redundant	9.1	1526	160331	soluble scavenger receptor cysteine-rich domain-containing protein SSC5D isoform X2 [Zalophus californianus]	15	15	1.000	0	0	0	0	1	1	3	0	1	0	1	0	2	0	2	0	4	0	0	0	0	0	0	1	1	3	0	1	0	1	0	2	0	2	0	4	0	0	0.000	0.000	0.000	0.000	1.000	1.000	3.000	0.000	1.000	0.000	1.000	0.000	2.000	0.000	2.000	0.000	4.000	0.000	0.000	 
2041.0	1	XP_027474137.1	 	14.6	590	65461	serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform isoform X1 [Zalophus californianus]	12	11	0.917	3	0	0	0	1	0	0	2	1	1	3	0	0	0	0	0	1	0	0	2	0	0	0	1	0	0	2	1	1	3	0	0	0	0	0	1	0	0	3.000	0.000	0.000	0.000	1.000	0.000	0.000	2.000	1.000	1.000	3.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	XP_027434018.1, XP_027474137.1
2041.01	1	XP_027474138.1	redundant	14.6	589	65322	serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform isoform X2 [Zalophus californianus]	12	11	0.917	3	0	0	0	1	0	0	2	1	1	3	0	0	0	0	0	1	0	0	2	0	0	0	1	0	0	2	1	1	3	0	0	0	0	0	1	0	0	3.000	0.000	0.000	0.000	1.000	0.000	0.000	2.000	1.000	1.000	3.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	XP_027434018.1, XP_027474137.1
2042.0	1	XP_027474173.1	 	6.9	1026	111549	dihydropyrimidine dehydrogenase [NADP(+)] isoform X1 [Zalophus californianus]	4	4	1.000	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	4.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	 
2043.0	1	XP_027474188.1	 	8.4	475	53500	splicing factor U2AF 65 kDa subunit isoform X1 [Zalophus californianus]	11	11	1.000	2	1	0	0	4	0	0	0	0	0	2	0	1	0	0	0	0	1	0	2	1	0	0	4	0	0	0	0	0	2	0	1	0	0	0	0	1	0	2.000	1.000	0.000	0.000	4.000	0.000	0.000	0.000	0.000	0.000	2.000	0.000	1.000	0.000	0.000	0.000	0.000	1.000	0.000	 
2043.01	1	XP_027474189.1	redundant	8.5	471	53120	splicing factor U2AF 65 kDa subunit isoform X2 [Zalophus californianus]	11	11	1.000	2	1	0	0	4	0	0	0	0	0	2	0	1	0	0	0	0	1	0	2	1	0	0	4	0	0	0	0	0	2	0	1	0	0	0	0	1	0	2.000	1.000	0.000	0.000	4.000	0.000	0.000	0.000	0.000	0.000	2.000	0.000	1.000	0.000	0.000	0.000	0.000	1.000	0.000	 
2044.0	1	XP_027474275.1	 	13.7	270	28981	osteoclast-associated immunoglobulin-like receptor isoform X1 [Zalophus californianus]	14	14	1.000	0	0	0	2	1	0	0	1	2	2	0	0	0	1	1	2	1	1	0	0	0	0	2	1	0	0	1	2	2	0	0	0	1	1	2	1	1	0	0.000	0.000	0.000	2.000	1.000	0.000	0.000	1.000	2.000	2.000	0.000	0.000	0.000	1.000	1.000	2.000	1.000	1.000	0.000	 
2044.01	1	XP_027474276.1	redundant	14.5	256	27551	osteoclast-associated immunoglobulin-like receptor isoform X2 [Zalophus californianus]	14	14	1.000	0	0	0	2	1	0	0	1	2	2	0	0	0	1	1	2	1	1	0	0	0	0	2	1	0	0	1	2	2	0	0	0	1	1	2	1	1	0	0.000	0.000	0.000	2.000	1.000	0.000	0.000	1.000	2.000	2.000	0.000	0.000	0.000	1.000	1.000	2.000	1.000	1.000	0.000	 
2045.0	1	XP_027474279.1	 	30.9	262	31273	troponin T, slow skeletal muscle [Zalophus californianus]	52	27	0.519	9	3	0	0	9	0	3	0	0	0	5	1	2	0	0	0	0	20	0	4	0	0	0	5	0	3	0	0	0	2	0	0	0	0	0	0	13	0	6.000	1.500	0.000	0.000	6.538	0.000	3.000	0.000	0.000	0.000	2.750	0.500	0.000	0.000	0.000	0.000	0.000	17.265	0.000	XP_027434921.1, XP_027468342.1, XP_027474279.1
2046.0	1	XP_027474286.1	 	25.2	250	28777	ribosome maturation protein SBDS [Zalophus californianus]XP_027469184.1 ribosome maturation protein SBDS [Zalophus californianus]	7	7	1.000	2	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	2	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	2.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	 
2047.0	1	XP_027474305.1	 	33.0	194	22591	40S ribosomal protein S9 [Zalophus californianus]	11	11	1.000	5	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	5.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	6.000	0.000	0.000	0.000	0.000	0.000	0.000	 
2048.0	1	XP_027474309.1	 	21.9	137	15735	60S ribosomal protein L28 [Zalophus californianus]	5	5	1.000	1	0	0	0	1	0	0	0	0	1	0	0	2	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	2	0	0	0	0	0	0	1.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	2.000	0.000	0.000	0.000	0.000	0.000	0.000	 
2049.0	1	XP_027474320.1	 	77.8	519	56887	Na(+)/H(+) exchange regulatory cofactor NHE-RF3 [Zalophus californianus]XP_027474316.1 Na(+)/H(+) exchange regulatory cofactor NHE-RF3 [Zalophus californianus]XP_027474308.1 Na(+)/H(+) exchange regulatory cofactor NHE-RF3 [Zalophus californianus]	433	433	1.000	9	0	4	60	13	0	9	84	29	39	0	0	0	24	6	43	112	0	1	9	0	4	60	13	0	9	84	29	39	0	0	0	24	6	43	112	0	1	9.000	0.000	4.000	60.000	13.000	0.000	9.000	84.000	29.000	39.000	0.000	0.000	0.000	24.000	6.000	43.000	112.000	0.000	1.000	 
2050.0	1	XP_027474323.1	 	18.3	410	44756	T-cell-interacting, activating receptor on myeloid cells protein 1-like [Zalophus californianus]	37	37	1.000	4	0	0	4	4	4	1	3	4	2	0	0	3	3	1	2	0	2	0	4	0	0	4	4	4	1	3	4	2	0	0	3	3	1	2	0	2	0	4.000	0.000	0.000	4.000	4.000	4.000	1.000	3.000	4.000	2.000	0.000	0.000	3.000	3.000	1.000	2.000	0.000	2.000	0.000	 
2051.0	1	XP_027474349.1	 	9.9	313	33276	rRNA 2'-O-methyltransferase fibrillarin [Zalophus californianus]	2	2	1.000	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.000	0.000	0.000	0.000	0.000	0.000	0.000	 
2052.0	1	XP_027474404.1	 	84.8	394	43135	haptoglobin isoform X1 [Zalophus californianus]	5056	5052	0.999	130	414	440	183	244	360	440	84	355	20	239	663	191	354	130	73	64	337	335	130	414	440	183	244	360	440	84	355	20	239	662	190	353	129	73	64	337	335	130.000	414.000	440.000	183.000	244.000	360.000	440.000	84.000	355.000	20.000	239.000	662.998	191.000	353.997	130.000	73.000	64.000	337.000	335.000	XP_027455015.1, XP_027474404.1
2052.01	1	XP_027474405.1	redundant	96.5	346	38244	haptoglobin isoform X2 [Zalophus californianus]	5056	5052	0.999	130	414	440	183	244	360	440	84	355	20	239	663	191	354	130	73	64	337	335	130	414	440	183	244	360	440	84	355	20	239	662	190	353	129	73	64	337	335	130.000	414.000	440.000	183.000	244.000	360.000	440.000	84.000	355.000	20.000	239.000	662.998	191.000	353.997	130.000	73.000	64.000	337.000	335.000	XP_027455015.1, XP_027474404.1
2053.0	1	XP_027474407.1	 	40.8	169	19588	cytochrome c oxidase subunit 4 isoform 1, mitochondrial [Zalophus californianus]	19	19	1.000	3	0	0	1	1	0	0	0	0	1	1	0	6	0	0	0	3	3	0	3	0	0	1	1	0	0	0	0	1	1	0	6	0	0	0	3	3	0	3.000	0.000	0.000	1.000	1.000	0.000	0.000	0.000	0.000	1.000	1.000	0.000	6.000	0.000	0.000	0.000	3.000	3.000	0.000	 
2054.0	1	XP_027474444.1	 	10.6	796	91720	vacuolar protein sorting-associated protein 35 isoform X1 [Zalophus californianus]	10	10	1.000	2	0	0	0	0	0	0	1	0	0	2	0	4	0	0	0	1	0	0	2	0	0	0	0	0	0	1	0	0	2	0	4	0	0	0	1	0	0	2.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	2.000	0.000	4.000	0.000	0.000	0.000	1.000	0.000	0.000	 
2054.01	1	XP_027474446.1	redundant	8.1	757	87190	vacuolar protein sorting-associated protein 35 isoform X2 [Zalophus californianus]	10	10	1.000	2	0	0	0	0	0	0	1	0	0	2	0	4	0	0	0	1	0	0	2	0	0	0	0	0	0	1	0	0	2	0	4	0	0	0	1	0	0	2.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	2.000	0.000	4.000	0.000	0.000	0.000	1.000	0.000	0.000	 
2055.0	1	XP_027474509.1	 	4.0	994	109362	alanine--tRNA ligase, cytoplasmic isoform X1 [Zalophus californianus]	3	3	1.000	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	 
2055.01	1	XP_027474511.1	redundant	4.1	968	106530	alanine--tRNA ligase, cytoplasmic isoform X2 [Zalophus californianus]	3	3	1.000	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	 
2056.0	1	XP_027474512.1	 	7.5	438	51444	U1 small nuclear ribonucleoprotein 70 kDa isoform X1 [Zalophus californianus]	8	8	1.000	1	0	0	0	1	0	0	0	0	0	2	0	1	0	0	0	0	3	0	1	0	0	0	1	0	0	0	0	0	2	0	1	0	0	0	0	3	0	1.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	2.000	0.000	1.000	0.000	0.000	0.000	0.000	3.000	0.000	 
2056.01	1	XP_027474513.1	redundant	7.7	429	50505	U1 small nuclear ribonucleoprotein 70 kDa isoform X2 [Zalophus californianus]	8	8	1.000	1	0	0	0	1	0	0	0	0	0	2	0	1	0	0	0	0	3	0	1	0	0	0	1	0	0	0	0	0	2	0	1	0	0	0	0	3	0	1.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	2.000	0.000	1.000	0.000	0.000	0.000	0.000	3.000	0.000	 
2057.0	1	XP_027474519.1	 	16.9	118	13527	small nuclear ribonucleoprotein Sm D2 isoform X2 [Zalophus californianus]XP_027474517.1 small nuclear ribonucleoprotein Sm D2 isoform X1 [Zalophus californianus]	2	2	1.000	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.000	0.000	0.000	0.000	0.000	0.000	0.000	 
2058.0	1	XP_027474525.1	 	37.4	882	97818	cadherin-1 isoform X1 [Zalophus californianus]	465	455	0.978	32	11	6	26	31	27	26	30	30	31	21	2	30	69	15	10	46	17	5	32	11	6	25	30	26	25	29	30	30	21	2	29	68	14	10	46	17	4	32.000	11.000	6.000	25.781	30.750	26.839	25.781	29.879	30.000	30.968	21.000	2.000	29.674	68.883	14.737	10.000	46.000	17.000	4.444	XP_027474525.1, XP_027474651.1
2059.0	1	XP_027474592.1	 	36.4	187	21991	core-binding factor subunit beta isoform X2 [Zalophus californianus]	9	9	1.000	4	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	4	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	4.000	2.000	0.000	0.000	1.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	 
2060.0	1	XP_027474641.1	 	44.0	134	14400	syncollin [Zalophus californianus]	66	66	1.000	13	6	0	0	8	1	10	0	0	0	4	0	8	1	0	0	0	14	1	13	6	0	0	8	1	10	0	0	0	4	0	8	1	0	0	0	14	1	13.000	6.000	0.000	0.000	8.000	1.000	10.000	0.000	0.000	0.000	4.000	0.000	8.000	1.000	0.000	0.000	0.000	14.000	1.000	 
2061.0	1	XP_027474643.1	 	35.6	388	42739	cell adhesion molecule 4 isoform X1 [Zalophus californianus]	114	114	1.000	2	1	0	13	2	1	1	12	7	5	1	0	8	10	16	15	18	2	0	2	1	0	13	2	1	1	12	7	5	1	0	8	10	16	15	18	2	0	2.000	1.000	0.000	13.000	2.000	1.000	1.000	12.000	7.000	5.000	1.000	0.000	8.000	10.000	16.000	15.000	18.000	2.000	0.000	 
2061.01	1	XP_027474644.1	redundant	43.1	320	35408	cell adhesion molecule 4 isoform X2 [Zalophus californianus]	114	114	1.000	2	1	0	13	2	1	1	12	7	5	1	0	8	10	16	15	18	2	0	2	1	0	13	2	1	1	12	7	5	1	0	8	10	16	15	18	2	0	2.000	1.000	0.000	13.000	2.000	1.000	1.000	12.000	7.000	5.000	1.000	0.000	8.000	10.000	16.000	15.000	18.000	2.000	0.000	 
2062.0	1	XP_027474651.1	 	13.0	828	91028	cadherin-3 [Zalophus californianus]	115	105	0.913	9	6	1	8	11	6	8	5	2	2	7	2	15	10	6	4	5	2	6	9	6	1	7	10	5	7	4	2	1	7	2	14	9	5	4	5	2	5	9.000	6.000	1.000	7.219	10.250	5.161	7.219	4.121	2.000	1.032	7.000	2.000	14.326	9.117	5.263	4.000	5.000	2.000	5.556	XP_027474525.1, XP_027474651.1
2063.0	1	XP_027474675.1	 	48.3	627	67770	basal cell adhesion molecule [Zalophus californianus]	160	160	1.000	7	2	2	14	4	1	2	11	26	25	4	0	9	10	13	12	16	2	0	7	2	2	14	4	1	2	11	26	25	4	0	9	10	13	12	16	2	0	7.000	2.000	2.000	14.000	4.000	1.000	2.000	11.000	26.000	25.000	4.000	0.000	9.000	10.000	13.000	12.000	16.000	2.000	0.000	 
2064.0	1	XP_027474677.1	 	56.7	263	28053	chymotrypsinogen B isoform X1 [Zalophus californianus]	113	113	1.000	16	7	2	0	15	9	5	0	1	5	1	12	9	0	0	0	0	29	2	16	7	2	0	15	9	5	0	1	5	1	12	9	0	0	0	0	29	2	16.000	7.000	2.000	0.000	15.000	9.000	5.000	0.000	1.000	5.000	1.000	12.000	9.000	0.000	0.000	0.000	0.000	29.000	2.000	 
2065.0	1	XP_027474697.1	 	37.6	125	14241	programmed cell death protein 5 [Zalophus californianus]	10	10	1.000	2	1	0	0	2	0	0	0	0	1	3	0	0	0	0	0	0	1	0	2	1	0	0	2	0	0	0	0	1	3	0	0	0	0	0	0	1	0	2.000	1.000	0.000	0.000	2.000	0.000	0.000	0.000	0.000	1.000	3.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	 
2066.0	1	XP_027474744.1	 	44.8	493	54680	xaa-Pro dipeptidase isoform X1 [Zalophus californianus]	69	69	1.000	2	0	1	6	1	27	0	9	5	2	2	0	0	3	0	0	10	1	0	2	0	1	6	1	27	0	9	5	2	2	0	0	3	0	0	10	1	0	2.000	0.000	1.000	6.000	1.000	27.000	0.000	9.000	5.000	2.000	2.000	0.000	0.000	3.000	0.000	0.000	10.000	1.000	0.000	 
2067.0	1	XP_027474796.1	 	21.6	218	23566	ras-related protein R-Ras isoform X1 [Zalophus californianus]	6	1	0.167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.500	3.000	0.000	0.000	XP_027433576.1, XP_027474796.1
2068.0	1	XP_027474810.1	 	33.9	274	29559	cytochrome b-c1 complex subunit Rieske, mitochondrial [Zalophus californianus]	14	14	1.000	2	1	0	0	5	1	0	0	0	0	3	0	1	0	0	0	1	0	0	2	1	0	0	5	1	0	0	0	0	3	0	1	0	0	0	1	0	0	2.000	1.000	0.000	0.000	5.000	1.000	0.000	0.000	0.000	0.000	3.000	0.000	1.000	0.000	0.000	0.000	1.000	0.000	0.000	 
2069.0	1	XP_027474811.1	 	77.4	248	27861	14-3-3 protein sigma [Zalophus californianus]	157	132	0.841	30	5	3	2	7	6	2	6	11	8	44	1	16	1	3	2	5	5	0	29	3	2	1	6	5	0	4	10	7	41	0	15	0	2	1	2	4	0	29.367	3.167	2.400	1.056	6.353	5.500	0.000	4.296	10.323	7.206	42.447	0.000	15.288	0.000	2.143	1.200	2.214	4.160	0.000	XP_027427656.1, XP_027467505.1, XP_027474811.1, XP_027477265.1, XP_027477366.1, XP_027481506.1
2070.0	1	XP_027474816.1	 	24.7	162	18104	apolipoprotein C-I isoform X1 [Zalophus californianus]	22	22	1.000	4	1	1	0	1	0	1	0	0	0	7	3	1	2	0	0	0	1	0	4	1	1	0	1	0	1	0	0	0	7	3	1	2	0	0	0	1	0	4.000	1.000	1.000	0.000	1.000	0.000	1.000	0.000	0.000	0.000	7.000	3.000	1.000	2.000	0.000	0.000	0.000	1.000	0.000	 
2070.01	1	XP_027474817.1	redundant	45.5	88	9801	apolipoprotein C-I isoform X2 [Zalophus californianus]	22	22	1.000	4	1	1	0	1	0	1	0	0	0	7	3	1	2	0	0	0	1	0	4	1	1	0	1	0	1	0	0	0	7	3	1	2	0	0	0	1	0	4.000	1.000	1.000	0.000	1.000	0.000	1.000	0.000	0.000	0.000	7.000	3.000	1.000	2.000	0.000	0.000	0.000	1.000	0.000	 
2071.0	1	XP_027474854.1	 	28.5	624	67957	heterogeneous nuclear ribonucleoprotein L isoform X1 [Zalophus californianus]	20	20	1.000	13	2	0	0	1	0	0	0	0	0	1	0	3	0	0	0	0	0	0	13	2	0	0	1	0	0	0	0	0	1	0	3	0	0	0	0	0	0	13.000	2.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	3.000	0.000	0.000	0.000	0.000	0.000	0.000	 
2071.01	1	XP_027474855.1	redundant	30.3	587	64018	heterogeneous nuclear ribonucleoprotein L isoform X2 [Zalophus californianus]	20	20	1.000	13	2	0	0	1	0	0	0	0	0	1	0	3	0	0	0	0	0	0	13	2	0	0	1	0	0	0	0	0	1	0	3	0	0	0	0	0	0	13.000	2.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	3.000	0.000	0.000	0.000	0.000	0.000	0.000	 
2072.0	1	XP_027474908.1	 	33.3	468	49918	CD177 antigen isoform X1 [Zalophus californianus]	44	44	1.000	4	4	0	2	7	1	0	1	2	0	7	3	9	0	0	1	1	2	0	4	4	0	2	7	1	0	1	2	0	7	3	9	0	0	1	1	2	0	4.000	4.000	0.000	2.000	7.000	1.000	0.000	1.000	2.000	0.000	7.000	3.000	9.000	0.000	0.000	1.000	1.000	2.000	0.000	 
