Program "PAW_protein_grouper.py" run on Wed Jul 17 11:41:51 2019


	=SUBTOTAL(109,B6:B2341)																																																																					
1888	1	XP_027469907.1	 	 	 	 	45.4	603	64074	LOW QUALITY PROTEIN: specifically androgen-regulated gene protein [Zalophus californianus]	24	24	1.000	4	1	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	4.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	19.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
1889	1	XP_027469914.1	 	 	 	 	66.1	643	69865	uromodulin [Zalophus californianus]XP_027469913.1 uromodulin [Zalophus californianus]	2914	2914	1.000	51	290	20	334	75	38	71	223	269	113	158	2	95	167	329	271	345	28	35	51	290	20	334	75	38	71	223	269	113	158	2	95	167	329	271	345	28	35	51.000	290.000	20.000	334.000	75.000	38.000	71.000	223.000	269.000	113.000	158.000	2.000	95.000	167.000	329.000	271.000	345.000	28.000	35.000
1890	1	XP_027469942.1	 	 	XP_027469942.1, XP_027481651.1	 	31.5	340	37331	guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2 [Zalophus californianus]	50	15	0.300	5	2	0	4	3	0	0	6	3	0	1	0	5	4	5	3	9	0	0	2	0	0	1	1	0	0	2	1	0	1	0	2	1	1	2	1	0	0	3.500	0.000	0.000	1.750	3.000	0.000	0.000	3.333	2.000	0.000	1.000	0.000	5.000	2.000	2.333	3.000	2.600	0.000	0.000
1892	1	XP_027469971.1 (+2)	XP_027469971.1&XP_027469973.1&XP_027469974.1	 	 	 	43.5	331	36438	deoxyribonuclease-1 isoform X1 [Zalophus californianus]XP_027469970.1 deoxyribonuclease-1 isoform X1 [Zalophus californianus]XP_027469969.1 deoxyribonuclease-1 isoform X1 [Zalophus californianus]XP_027469968.1 deoxyribonuclease-1 isoform X1 [Zalophus californianus]XP_027469967.1 deoxyribonuclease-1 isoform X1 [Zalophus californianus]XP_027469966.1 deoxyribonuclease-1 isoform X1 [Zalophus californianus]XP_027469965.1 deoxyribonuclease-1 isoform X1 [Zalophus californianus]XP_027469964.1 deoxyribonuclease-1 isoform X1 [Zalophus californianus]XP_027469963.1 deoxyribonuclease-1 isoform X1 [Zalophus californianus]XP_027469962.1 deoxyribonuclease-1 isoform X1 [Zalophus californianus]XP_027469960.1 deoxyribonuclease-1 isoform X1 [Zalophus californianus]XP_027469959.1 deoxyribonuclease-1 isoform X1 [Zalophus californianus]	167	167	1.000	6	1	1	23	4	1	8	15	14	7	0	0	5	19	15	20	24	4	0	6	1	1	23	4	1	8	15	14	7	0	0	5	19	15	20	24	4	0	6.000	1.000	1.000	23.000	4.000	1.000	8.000	15.000	14.000	7.000	0.000	0.000	5.000	19.000	15.000	20.000	24.000	4.000	0.000
1893	1	XP_027469979.1	 	 	 	 	41.6	101	11714	protein S100-A4 [Zalophus californianus]XP_027469978.1 protein S100-A4 [Zalophus californianus]	18	18	1.000	2	3	1	0	0	0	1	0	0	1	2	0	3	0	0	0	0	5	0	2	3	1	0	0	0	1	0	0	1	2	0	3	0	0	0	0	5	0	2.000	3.000	1.000	0.000	0.000	0.000	1.000	0.000	0.000	1.000	2.000	0.000	3.000	0.000	0.000	0.000	0.000	5.000	0.000
1894	1	XP_027469982.1	 	 	 	 	45.7	313	35355	serine/threonine-protein phosphatase CPPED1 isoform X1 [Zalophus californianus]	37	37	1.000	8	1	0	1	2	2	0	3	4	6	2	0	2	0	0	0	2	4	0	8	1	0	1	2	2	0	3	4	6	2	0	2	0	0	0	2	4	0	8.000	1.000	0.000	1.000	2.000	2.000	0.000	3.000	4.000	6.000	2.000	0.000	2.000	0.000	0.000	0.000	2.000	4.000	0.000
1895	1	XP_027470000.1	 	 	 	 	17.1	451	42494	LOW QUALITY PROTEIN: leukosialin [Zalophus californianus]	83	83	1.000	4	0	0	9	4	2	1	6	9	3	1	0	3	5	8	12	13	1	2	4	0	0	9	4	2	1	6	9	3	1	0	3	5	8	12	13	1	2	4.000	0.000	0.000	9.000	4.000	2.000	1.000	6.000	9.000	3.000	1.000	0.000	3.000	5.000	8.000	12.000	13.000	1.000	2.000
1896	1	XP_027470065.1	 	 	XP_027436378.1, XP_027436841.1, XP_027436856.1, XP_027437311.1, XP_027470065.1, XP_027470067.1, XP_027472812.1, XP_027476181.1	 	79.8	129	14403	serum amyloid A-1 protein-like [Zalophus californianus]	528	0	0.000	61	18	13	0	11	14	23	0	1	0	169	129	16	40	2	0	0	19	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.500	0.333	0.667	0.000	1.083	1.500	1.000	0.000	0.167	0.000	2.000	1.000	0.500	2.000	0.333	0.000	0.000	0.667	0.000
1897	1	XP_027470067.1	 	 	XP_027436378.1, XP_027436841.1, XP_027436856.1, XP_027437311.1, XP_027470065.1, XP_027470067.1, XP_027472812.1, XP_027476181.1	 	71.3	129	14472	serum amyloid A-2 protein-like [Zalophus californianus]	574	93	0.162	71	22	15	0	15	15	31	0	1	0	167	131	23	47	2	0	0	27	7	6	3	4	0	0	0	6	0	0	0	33	29	1	7	0	0	0	3	1	33.655	11.299	11.002	0.000	0.750	1.500	19.830	0.000	0.167	0.000	99.327	84.539	7.165	32.625	0.333	0.000	0.000	15.501	4.625
1898	1	XP_027470081.1	 	 	XP_027465270.1, XP_027470081.1	 	2.8	2345	256560	epiplakin-like [Zalophus californianus]	10	2	0.200	4	1	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.127	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
1899	1	XP_027470096.1	 	 	 	 	27.2	147	16665	bis(5'-nucleosyl)-tetraphosphatase [asymmetrical] [Zalophus californianus]XP_027470095.1 bis(5'-nucleosyl)-tetraphosphatase [asymmetrical] [Zalophus californianus]	8	8	1.000	3	0	0	0	1	0	0	0	0	1	0	0	2	0	0	0	0	1	0	3	0	0	0	1	0	0	0	0	1	0	0	2	0	0	0	0	1	0	3.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	2.000	0.000	0.000	0.000	0.000	1.000	0.000
1900	1	XP_027470122.1	 	 	XP_027439827.1, XP_027470122.1	 	29.8	493	56931	angiopoietin-related protein 2 [Zalophus californianus]	116	112	0.966	6	3	0	14	5	1	2	17	12	10	1	0	8	4	13	10	6	2	2	6	3	0	13	5	1	2	16	11	10	1	0	8	4	12	10	6	2	2	6.000	3.000	0.000	14.000	5.000	1.000	2.000	16.941	12.000	10.000	1.000	0.000	8.000	4.000	13.000	10.000	6.000	2.000	2.000
1901	1	XP_027470126.1	 	 	 	 	58.8	165	17832	60S ribosomal protein L12 [Zalophus californianus]	35	35	1.000	6	6	0	0	2	2	0	0	0	7	4	0	4	0	0	0	0	3	1	6	6	0	0	2	2	0	0	0	7	4	0	4	0	0	0	0	3	1	6.000	6.000	0.000	0.000	2.000	2.000	0.000	0.000	0.000	7.000	4.000	0.000	4.000	0.000	0.000	0.000	0.000	3.000	1.000
1902	1	XP_027470155.1	 	 	 	 	43.8	313	35177	carbonic anhydrase 4-like [Zalophus californianus]XP_027459006.1 carbonic anhydrase 4-like [Zalophus californianus]	143	143	1.000	2	3	2	12	9	4	4	17	15	16	0	1	3	9	10	9	22	1	4	2	3	2	12	9	4	4	17	15	16	0	1	3	9	10	9	22	1	4	2.000	3.000	2.000	12.000	9.000	4.000	4.000	17.000	15.000	16.000	0.000	1.000	3.000	9.000	10.000	9.000	22.000	1.000	4.000
1903	1	XP_027470179.1	 	 	 	 	42.3	298	34198	mimecan [Zalophus californianus]	62	62	1.000	9	7	0	0	4	3	5	0	0	10	5	0	10	5	0	0	0	3	1	9	7	0	0	4	3	5	0	0	10	5	0	10	5	0	0	0	3	1	9.000	7.000	0.000	0.000	4.000	3.000	5.000	0.000	0.000	10.000	5.000	0.000	10.000	5.000	0.000	0.000	0.000	3.000	1.000
1904	1	XP_027470208.1 (+2)	XP_027470208.1&XP_027470209.1&XP_027470210.1	 	 	 	3.7	998	113950	probable ATP-dependent RNA helicase DDX58 isoform X1 [Zalophus californianus]	4	4	1.000	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
1905	1	XP_027470214.1	 	 	 	 	41.6	889	98385	cytoplasmic aconitate hydratase [Zalophus californianus]XP_027470213.1 cytoplasmic aconitate hydratase [Zalophus californianus]XP_027470212.1 cytoplasmic aconitate hydratase [Zalophus californianus]XP_027470211.1 cytoplasmic aconitate hydratase [Zalophus californianus]	94	94	1.000	27	2	2	5	1	0	0	7	10	1	29	0	3	0	0	0	6	1	0	27	2	2	5	1	0	0	7	10	1	29	0	3	0	0	0	6	1	0	27.000	2.000	2.000	5.000	1.000	0.000	0.000	7.000	10.000	1.000	29.000	0.000	3.000	0.000	0.000	0.000	6.000	1.000	0.000
1908	1	XP_027470269.1 (+1)	XP_027470269.1&XP_027470271.1	 	 	 	23.7	2558	271317	talin-1 isoform X1 [Zalophus californianus]XP_027470268.1 talin-1 isoform X1 [Zalophus californianus]	105	105	1.000	29	14	0	1	13	0	0	2	0	1	25	1	10	0	0	0	1	8	0	29	14	0	1	13	0	0	2	0	1	25	1	10	0	0	0	1	8	0	29.000	14.000	0.000	1.000	13.000	0.000	0.000	2.000	0.000	1.000	25.000	1.000	10.000	0.000	0.000	0.000	1.000	8.000	0.000
1909	1	XP_027470292.1	 	 	 	 	46.7	261	29918	calbindin [Zalophus californianus]	87	87	1.000	11	0	2	0	7	0	0	2	2	14	39	0	1	0	0	0	0	9	0	11	0	2	0	7	0	0	2	2	14	39	0	1	0	0	0	0	9	0	11.000	0.000	2.000	0.000	7.000	0.000	0.000	2.000	2.000	14.000	39.000	0.000	1.000	0.000	0.000	0.000	0.000	9.000	0.000
1910	1	XP_027470294.1 (+1)	XP_027470294.1&XP_027470295.1	 	XP_027425226.1, XP_027425228.1, XP_027425237.1, XP_027425238.1, XP_027439097.1, XP_027466026.1, XP_027466028.1, XP_027466032.1, XP_027466033.1, XP_027470294.1	 	69.4	284	32800	tropomyosin beta chain isoform X3 [Zalophus californianus]	148	60	0.405	19	5	0	1	17	1	6	1	6	4	20	11	11	1	0	2	1	39	3	6	0	0	0	9	1	4	0	4	2	9	4	3	0	0	0	0	17	1	14.692	1.923	0.000	0.385	14.430	1.000	5.385	0.385	5.277	3.023	15.077	7.923	8.177	0.385	0.000	0.769	0.385	32.015	2.385
1911	1	XP_027470336.1	 	 	 	 	38.1	323	36842	serine/threonine-protein phosphatase 2A activator isoform X2 [Zalophus californianus]	32	32	1.000	6	3	0	0	2	0	0	2	0	7	3	0	3	1	1	2	1	0	1	6	3	0	0	2	0	0	2	0	7	3	0	3	1	1	2	1	0	1	6.000	3.000	0.000	0.000	2.000	0.000	0.000	2.000	0.000	7.000	3.000	0.000	3.000	1.000	1.000	2.000	1.000	0.000	1.000
1912	1	XP_027470405.1	 	 	 	 	44.6	280	31837	proenkephalin-A [Zalophus californianus]	99	99	1.000	14	7	2	5	17	3	7	1	3	5	6	0	11	4	3	0	1	8	2	14	7	2	5	17	3	7	1	3	5	6	0	11	4	3	0	1	8	2	14.000	7.000	2.000	5.000	17.000	3.000	7.000	1.000	3.000	5.000	6.000	0.000	11.000	4.000	3.000	0.000	1.000	8.000	2.000
1913	1	XP_027470444.1	 	 	XP_027457907.1, XP_027470444.1	 	32.6	279	31050	heterogeneous nuclear ribonucleoprotein K, partial [Zalophus californianus]	28	14	0.500	7	2	0	1	4	0	1	0	0	2	1	1	5	0	0	0	1	3	0	3	1	0	1	1	0	1	0	0	1	1	1	2	0	0	0	1	1	0	6.000	2.000	0.000	1.000	2.500	0.000	1.000	0.000	0.000	1.333	1.000	1.000	4.000	0.000	0.000	0.000	1.000	1.667	0.000
1914	1	XP_027470467.1	 	 	 	 	12.6	404	45858	dnaJ homolog subfamily A member 1 [Zalophus californianus]	3	3	1.000	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.000	0.000	0.000	0.000	0.000	0.000	0.000
1915	1	XP_027470482.1	 	 	 	 	36.5	2151	234512	tenascin [Zalophus californianus]	445	445	1.000	12	10	0	34	17	9	3	51	43	26	6	2	10	28	54	62	66	9	3	12	10	0	34	17	9	3	51	43	26	6	2	10	28	54	62	66	9	3	12.000	10.000	0.000	34.000	17.000	9.000	3.000	51.000	43.000	26.000	6.000	2.000	10.000	28.000	54.000	62.000	66.000	9.000	3.000
1916	1	XP_027470504.1	 	 	 	 	29.3	736	82915	niban-like protein 1 [Zalophus californianus]	38	38	1.000	11	0	0	0	4	0	0	5	0	0	6	0	3	2	1	0	2	4	0	11	0	0	0	4	0	0	5	0	0	6	0	3	2	1	0	2	4	0	11.000	0.000	0.000	0.000	4.000	0.000	0.000	5.000	0.000	0.000	6.000	0.000	3.000	2.000	1.000	0.000	2.000	4.000	0.000
1917	1	XP_027470546.1 (+3)	XP_027470546.1&XP_027470547.1&XP_027470548.1&XP_027470549.1	 	 	 	13.4	1284	133921	protein crumbs homolog 2 isoform X1 [Zalophus californianus]	18	18	1.000	0	0	0	1	0	0	0	3	5	0	0	0	0	0	1	4	4	0	0	0	0	0	1	0	0	0	3	5	0	0	0	0	0	1	4	4	0	0	0.000	0.000	0.000	1.000	0.000	0.000	0.000	3.000	5.000	0.000	0.000	0.000	0.000	0.000	1.000	4.000	4.000	0.000	0.000
1918	1	XP_027470618.1 (+4)	XP_027470618.1&XP_027470619.1&XP_027470620.1&XP_027470621.1&XP_027470622.1	 	 	 	10.2	719	78045	endoglin isoform X1 [Zalophus californianus]	17	17	1.000	0	0	0	2	0	0	0	4	2	1	1	0	0	0	2	2	3	0	0	0	0	0	2	0	0	0	4	2	1	1	0	0	0	2	2	3	0	0	0.000	0.000	0.000	2.000	0.000	0.000	0.000	4.000	2.000	1.000	1.000	0.000	0.000	0.000	2.000	2.000	3.000	0.000	0.000
1919	1	XP_027470633.1	 	 	 	 	17.6	227	25502	GTP:AMP phosphotransferase AK3, mitochondrial isoform X3 [Zalophus californianus]	3	3	1.000	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.000	0.000	0.000	0.000	0.000	0.000	0.000
1920	1	XP_027470637.1	 	 	 	 	41.2	284	31225	erythrocyte band 7 integral membrane protein [Zalophus californianus]	50	50	1.000	1	15	0	0	5	7	0	0	0	0	9	0	10	0	0	1	1	0	1	1	15	0	0	5	7	0	0	0	0	9	0	10	0	0	1	1	0	1	1.000	15.000	0.000	0.000	5.000	7.000	0.000	0.000	0.000	0.000	9.000	0.000	10.000	0.000	0.000	1.000	1.000	0.000	1.000
1921	1	XP_027470642.1	 	 	 	 	29.5	400	44392	beta-1,4-galactosyltransferase 1 isoform X2 [Zalophus californianus]	45	45	1.000	5	5	1	1	3	3	2	2	0	0	5	1	7	3	0	2	1	4	0	5	5	1	1	3	3	2	2	0	0	5	1	7	3	0	2	1	4	0	5.000	5.000	1.000	1.000	3.000	3.000	2.000	2.000	0.000	0.000	5.000	1.000	7.000	3.000	0.000	2.000	1.000	4.000	0.000
1922	1	XP_027470645.1	 	 	 	 	42.5	219	24605	charged multivesicular body protein 5 [Zalophus californianus]XP_027470644.1 charged multivesicular body protein 5 [Zalophus californianus]	49	49	1.000	2	1	1	7	3	1	0	5	6	3	4	0	2	5	2	3	4	0	0	2	1	1	7	3	1	0	5	6	3	4	0	2	5	2	3	4	0	0	2.000	1.000	1.000	7.000	3.000	1.000	0.000	5.000	6.000	3.000	4.000	0.000	2.000	5.000	2.000	3.000	4.000	0.000	0.000
1923	1	XP_027470652.1	 	 	 	 	39.0	806	89302	transitional endoplasmic reticulum ATPase isoform X1 [Zalophus californianus]	64	64	1.000	27	7	0	0	1	0	0	3	1	3	12	0	10	0	0	0	0	0	0	27	7	0	0	1	0	0	3	1	3	12	0	10	0	0	0	0	0	0	27.000	7.000	0.000	0.000	1.000	0.000	0.000	3.000	1.000	3.000	12.000	0.000	10.000	0.000	0.000	0.000	0.000	0.000	0.000
1924	1	XP_027470704.1 (+3)	XP_027470704.1&XP_027470706.1&XP_027470710.1&XP_027470711.1	 	 	 	8.7	439	48104	perilipin-2 isoform X1 [Zalophus californianus]	3	3	1.000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.000	0.000
1925	1	XP_027470724.1	 	 	 	 	28.4	359	40077	sialic acid synthase [Zalophus californianus]	10	10	1.000	5	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	5.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	4.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000
1926	1	XP_027470767.1	 	 	 	 	35.2	403	45287	Golgi membrane protein 1 isoform X1 [Zalophus californianus]XP_027470766.1 Golgi membrane protein 1 isoform X1 [Zalophus californianus]	45	45	1.000	3	0	2	3	2	2	2	2	1	1	5	2	8	1	3	3	5	0	0	3	0	2	3	2	2	2	2	1	1	5	2	8	1	3	3	5	0	0	3.000	0.000	2.000	3.000	2.000	2.000	2.000	2.000	1.000	1.000	5.000	2.000	8.000	1.000	3.000	3.000	5.000	0.000	0.000
1927	1	XP_027470769.1	 	 	 	 	45.8	454	50745	guanine deaminase isoform X1 [Zalophus californianus]	96	96	1.000	14	6	13	4	0	9	1	5	8	1	16	1	8	2	0	1	7	0	0	14	6	13	4	0	9	1	5	8	1	16	1	8	2	0	1	7	0	0	14.000	6.000	13.000	4.000	0.000	9.000	1.000	5.000	8.000	1.000	16.000	1.000	8.000	2.000	0.000	1.000	7.000	0.000	0.000
1928	1	XP_027470808.1 (+1)	XP_027470808.1&XP_027470811.1	 	 	 	8.5	504	56229	26S proteasome non-ATPase regulatory subunit 5 isoform X1 [Zalophus californianus]	5	5	1.000	1	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.000	0.000	2.000	0.000	0.000	0.000	0.000	0.000	0.000
1929	1	XP_027470836.1 (+2)	XP_027470836.1&XP_027470838.1&XP_027470839.1	 	 	 	10.4	444	49617	kynurenine--oxoglutarate transaminase 1 isoform X1 [Zalophus californianus]	9	9	1.000	1	0	0	0	0	4	0	2	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	4	0	2	1	0	0	0	0	0	0	0	1	0	0	1.000	0.000	0.000	0.000	0.000	4.000	0.000	2.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000
1930	1	XP_027470871.1	 	 	XP_027424539.1, XP_027433746.1, XP_027459622.1, XP_027459628.1, XP_027463555.1, XP_027470871.1	 	49.8	654	72252	endoplasmic reticulum chaperone BiP [Zalophus californianus]	261	224	0.858	16	28	8	13	18	14	7	12	13	9	28	6	38	12	5	3	9	17	5	14	27	7	10	17	14	6	8	10	7	26	6	34	10	4	1	5	14	4	14.933	27.818	7.778	11.860	17.850	14.000	6.750	10.379	12.436	8.653	27.209	6.000	37.323	11.484	4.667	2.500	6.357	16.157	5.000
1931	1	XP_027470950.1	 	 	 	 	83.5	206	23311	alpha-1-acid glycoprotein 1 [Zalophus californianus]	965	965	1.000	56	68	35	21	66	40	76	14	74	61	128	52	69	99	17	11	8	37	33	56	68	35	21	66	40	76	14	74	61	128	52	69	99	17	11	8	37	33	56.000	68.000	35.000	21.000	66.000	40.000	76.000	14.000	74.000	61.000	128.000	52.000	69.000	99.000	17.000	11.000	8.000	37.000	33.000
1932	1	XP_027471014.1 (+1)	XP_027471014.1&XP_027471015.1	 	 	 	8.3	703	76372	kinesin-like protein KIF12 isoform X1 [Zalophus californianus]	7	7	1.000	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0.000	0.000	0.000	2.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	2.000	0.000	0.000
1933	1	XP_027471018.1	 	 	 	 	86.9	352	39169	protein AMBP [Zalophus californianus]XP_027471016.1 protein AMBP [Zalophus californianus]	3657	3657	1.000	251	160	62	109	280	154	197	173	314	455	166	39	354	192	206	88	154	186	117	251	160	62	109	280	154	197	173	314	455	166	39	354	192	206	88	154	186	117	251.000	160.000	62.000	109.000	280.000	154.000	197.000	173.000	314.000	455.000	166.000	39.000	354.000	192.000	206.000	88.000	154.000	186.000	117.000
1934	1	XP_027471021.1	 	 	 	 	22.8	123	14565	60S ribosomal protein L35 [Zalophus californianus]	6	6	1.000	1	1	0	0	2	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	2	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1.000	1.000	0.000	0.000	2.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	1.000	0.000	0.000	0.000	0.000	0.000
1935	1	XP_027471073.1	 	 	 	 	23.5	412	46557	argininosuccinate synthase [Zalophus californianus]	36	36	1.000	1	0	0	4	0	0	0	8	3	3	0	0	0	3	0	0	14	0	0	1	0	0	4	0	0	0	8	3	3	0	0	0	3	0	0	14	0	0	1.000	0.000	0.000	4.000	0.000	0.000	0.000	8.000	3.000	3.000	0.000	0.000	0.000	3.000	0.000	0.000	14.000	0.000	0.000
1936	1	XP_027471095.1 (+1)	XP_027471095.1&XP_027471096.1	 	 	 	11.9	193	20372	ubiquitin-related modifier 1 isoform X1 [Zalophus californianus]	4	4	1.000	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
1937	1	XP_027471106.1 (+1)	XP_027471106.1&XP_027471134.1	 	 	 	42.2	301	33753	F-actin-capping protein subunit beta isoform X2 [Zalophus californianus]	22	22	1.000	4	6	0	0	2	0	0	1	0	0	3	0	3	0	0	0	0	3	0	4	6	0	0	2	0	0	1	0	0	3	0	3	0	0	0	0	3	0	4.000	6.000	0.000	0.000	2.000	0.000	0.000	1.000	0.000	0.000	3.000	0.000	3.000	0.000	0.000	0.000	0.000	3.000	0.000
1938	1	XP_027471109.1	 	 	 	 	19.3	218	23660	clathrin light chain A isoform X5 [Zalophus californianus]	10	10	1.000	1	1	0	1	0	0	0	1	0	0	2	0	3	0	0	0	1	0	0	1	1	0	1	0	0	0	1	0	0	2	0	3	0	0	0	1	0	0	1.000	1.000	0.000	1.000	0.000	0.000	0.000	1.000	0.000	0.000	2.000	0.000	3.000	0.000	0.000	0.000	1.000	0.000	0.000
1939	1	XP_027471142.1	 	 	 	 	17.4	489	55823	endoplasmic reticulum resident protein 44 [Zalophus californianus]	25	24	0.960	4	1	3	0	4	0	1	1	1	2	2	0	2	1	1	0	0	2	0	4	1	3	0	4	0	1	1	1	2	2	0	2	0	1	0	0	2	0	4.000	1.000	3.000	0.000	4.000	0.000	1.000	1.000	1.000	2.000	2.000	0.000	2.000	0.500	1.000	0.000	0.000	2.000	0.000
1940	1	XP_027471170.1 (+1)	XP_027471170.1&XP_027471179.1	 	 	 	20.7	464	48104	tumor necrosis factor receptor superfamily member 1B isoform X1 [Zalophus californianus]	89	89	1.000	2	0	0	10	1	1	0	9	11	4	1	0	2	6	10	17	13	1	1	2	0	0	10	1	1	0	9	11	4	1	0	2	6	10	17	13	1	1	2.000	0.000	0.000	10.000	1.000	1.000	0.000	9.000	11.000	4.000	1.000	0.000	2.000	6.000	10.000	17.000	13.000	1.000	1.000
1941	1	XP_027471219.1 (+1)	XP_027471219.1&XP_027471225.1	 	 	 	8.8	477	53410	calcium-binding mitochondrial carrier protein SCaMC-1 isoform X1 [Zalophus californianus]	5	5	1.000	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	4.000	0.000	0.000	0.000	0.000	0.000	0.000
1942	1	XP_027471226.1	 	 	XP_027471226.1, XP_027472496.1	 	4.5	940	103963	tyrosine-protein kinase transmembrane receptor ROR2 [Zalophus californianus]	19	16	0.842	1	0	0	1	0	0	0	3	1	0	0	0	0	1	3	6	3	0	0	1	0	0	1	0	0	0	3	1	0	0	0	0	1	3	3	3	0	0	1.000	0.000	0.000	1.000	0.000	0.000	0.000	3.000	1.000	0.000	0.000	0.000	0.000	1.000	3.000	5.250	3.000	0.000	0.000
1943	1	XP_027471228.1 (+4)	XP_027471228.1&XP_027471229.1&XP_027471230.1&XP_027471233.1&XP_027471236.1	 	 	 	4.5	1202	134927	tight junction protein ZO-2 isoform X1 [Zalophus californianus]	9	9	1.000	3	1	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	3.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	5.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
1944	1	XP_027471237.1 (+19)	XP_027471237.1&XP_027471239.1&XP_027471240.1&XP_027471242.1&XP_027471243.1&XP_027471244.1&XP_027471245.1&XP_027471246.1&XP_027471247.1&XP_027471248.1&XP_027471249.1&XP_027471251.1&XP_027471252.1&XP_027471255.1&XP_027471256.1&XP_027471258.1&XP_027471259.1&XP_027471260.1&XP_027471261.1&XP_027471277.1	 	 	 	11.2	1933	216752	receptor-type tyrosine-protein phosphatase delta isoform X1 [Zalophus californianus]	35	35	1.000	1	0	0	5	2	1	0	5	5	0	0	0	0	1	4	5	6	0	0	1	0	0	5	2	1	0	5	5	0	0	0	0	1	4	5	6	0	0	1.000	0.000	0.000	5.000	2.000	1.000	0.000	5.000	5.000	0.000	0.000	0.000	0.000	1.000	4.000	5.000	6.000	0.000	0.000
1945	1	XP_027471298.1 (+1)	XP_027471298.1&XP_027471299.1	 	XP_027442361.1, XP_027471298.1	 	21.3	408	42993	UV excision repair protein RAD23 homolog B isoform X1 [Zalophus californianus]	25	23	0.920	7	0	0	0	7	2	1	2	0	2	2	0	0	0	0	0	0	2	0	6	0	0	0	7	2	1	2	0	2	1	0	0	0	0	0	0	2	0	6.667	0.000	0.000	0.000	7.000	2.000	1.000	2.000	0.000	2.000	2.000	0.000	0.000	0.000	0.000	0.000	0.000	2.000	0.000
